24,3471.42,725.92,41.88999999999990,100.55000000000000,3527.37,538.93,22.790000000000000,49.60000000000000,3640.59,687.37,44.67999999999980,81.62,3996.31,679.7,43.09999999999990,96.58999999999990,3767.29,614.63,33.42999999999980,63.15000000000000,3894.51,585.87,25.09999999999990,59.85000000000000,4003.48,542.53,30.96000000000000,42.31000000000010,4244.59,612.14,44.9399999999996,72.75,3787.99,503.94,19.20000000000030,37.77000000000000,3525.72,501.9,17.5600000000004,34.04000000000010,3568.85,723.15,46.809999999999900,103.28000000000000,3774.73,719.39,50.73999999999980,95.43000000000010,3872.63,664.53,46.32999999999990,81.09000000000000,3999.04,600.12,40.690000000000100,74.43999999999990,3601.13,616.82,50.06999999999970,73.18000000000000,3071.18,626.52,62.42000000000010,93.62,3361.47,540.19,27.94000000000010,48.58999999999990,3419.11,511.86,20.44000000000010,36.53000000000000,3738.71,560.87,22.73000000000000,49.059999999999900,2781.12,524.77,26.76000000000020,42.24000000000000,3780.82,779.46,17.649999999999600,16.780000000000000,3904.93,549.43,21.5,45.510000000000100,4369.3,558.16,19.26000000000020,42.80000000000010
25,3476.86,725.49,41.88999999999990,100.55000000000000,3527.1,538.83,22.800000000000200,49.610000000000000,3645.25,686.72,44.38999999999990,82.78000000000000,3996.52,679.95,43.09000000000020,96.58999999999990,3766.42,614.9,33.42999999999980,63.16000000000000,3894.5,585.87,25.09999999999990,59.85000000000000,4003.9,542.65,30.94999999999980,42.31000000000010,4243.44,612.11,44.94000000000050,72.76000000000000,3788.34,504.01,19.19999999999980,37.77000000000000,3526.29,501.93,17.559999999999900,34.04000000000000,3572.29,724.39,46.809999999999900,103.28000000000000,3774.09,719.56,50.75,95.44000000000000,3871.12,664.1,46.32999999999990,81.07999999999990,3998.56,600.14,40.36000000000010,74.42000000000000,3599.53,616.48,50.06999999999970,73.18000000000000,3069.62,626.52,62.41000000000030,93.62,3360.87,540.17,27.94000000000010,48.59000000000000,3419.59,511.89,20.42999999999980,36.53000000000000,3738.79,560.78,22.73000000000000,49.06000000000010,2780.98,524.77,26.759999999999800,42.24000000000000,3781.49,779.52,17.65000000000010,16.780000000000000,3905.36,549.42,21.5,45.5,4369.3,558.13,19.26000000000020,42.80000000000000
26,3482.3,725.06,41.88999999999990,100.56000000000000,3526.84,538.74,22.790000000000000,49.610000000000000,3649.91,686.08,44.10000000000040,83.93000000000000,3996.73,680.2,43.09000000000020,96.58999999999990,3765.55,615.17,33.42999999999980,63.16000000000010,3894.49,585.87,25.090000000000100,59.85000000000000,4004.31,542.76,30.96000000000000,42.31000000000010,4242.3,612.08,44.92999999999940,72.76000000000000,3788.69,504.08,19.19999999999980,37.77000000000000,3526.86,501.97,17.559999999999900,34.040000000000000,3580.74,725.57,46.8100000000004,103.28000000000000,3773.46,719.74,50.73999999999980,95.43000000000000,3869.61,663.66,46.32999999999990,81.09000000000000,3998.07,600.16,40.04999999999970,74.40000000000000,3597.93,616.13,50.07000000000020,73.19000000000010,3068.06,626.52,62.409999999999900,93.62,3360.26,540.15,27.94999999999980,48.59000000000000,3420.06,511.92,20.44000000000010,36.53000000000000,3738.87,560.69,22.74000000000020,49.059999999999900,2780.84,524.77,26.759999999999800,42.24000000000000,3782.16,779.58,17.640000000000300,16.780000000000000,3905.78,549.4,21.5,45.51000000000000,4369.3,558.11,19.26000000000020,42.79000000000000
27,3487.75,724.64,41.88999999999990,100.55000000000000,3526.57,538.65,22.790000000000000,49.610000000000000,3654.57,685.44,43.809999999999900,85.07999999999990,3996.93,680.45,43.10000000000040,96.58999999999990,3764.68,615.45,33.440000000000100,63.15000000000000,3894.47,585.87,25.100000000000400,59.85000000000000,4004.72,542.88,30.96000000000000,42.31000000000010,4241.15,612.05,44.93000000000030,72.76000000000000,3789.04,504.15,19.19999999999980,37.76000000000000,3527.44,502.0,17.559999999999900,34.040000000000000,3589.19,726.75,46.809999999999900,103.28000000000000,3772.82,719.92,50.73999999999980,95.43000000000010,3868.1,663.23,46.34000000000020,81.09000000000000,3997.59,600.18,39.7199999999998,74.38,3596.33,615.79,50.07000000000020,73.19000000000010,3066.49,626.52,62.42000000000010,93.62,3359.66,540.13,27.95000000000030,48.59000000000000,3420.54,511.95,20.42999999999980,36.53000000000000,3738.96,560.6,22.73000000000000,49.059999999999900,2780.69,524.77,26.759999999999800,42.24000000000000,3782.82,779.64,17.649999999999600,16.780000000000000,3906.21,549.39,21.5,45.51000000000000,4369.3,558.08,19.25,42.79000000000000
28,3493.19,724.21,41.88999999999990,100.55000000000000,3526.3,538.56,22.790000000000000,49.610000000000000,3659.24,684.79,43.5,86.23000000000000,3997.14,680.7,43.09000000000020,96.58999999999990,3763.81,615.72,33.440000000000100,63.15000000000000,3894.46,585.87,25.09999999999990,59.85000000000000,4005.13,542.99,30.96000000000000,42.309999999999900,4240.0,612.02,44.93000000000030,72.76000000000000,3789.39,504.21,19.20000000000030,37.77000000000000,3528.01,502.04,17.559999999999900,34.04000000000000,3597.63,727.93,46.809999999999900,103.28000000000000,3772.18,720.1,50.75,95.43000000000000,3866.59,662.79,46.33999999999970,81.09000000000000,3997.11,600.2,39.38999999999990,74.3599999999999,3594.73,615.45,50.07000000000020,73.18000000000000,3064.93,626.52,62.41000000000030,93.62,3359.06,540.11,27.95000000000030,48.59000000000000,3421.01,511.98,20.4399999999996,36.53000000000000,3739.04,560.51,22.73000000000000,49.06000000000010,2780.55,524.77,26.759999999999800,42.24000000000000,3783.49,779.7,17.65000000000010,16.780000000000000,3906.64,549.38,21.5,45.5,4369.29,558.05,19.26000000000020,42.80000000000010
29,3498.63,723.78,41.88999999999990,100.56000000000000,3526.03,538.47,22.790000000000000,49.60000000000000,3663.9,684.15,43.21000000000000,87.38,3997.34,680.94,43.09999999999990,96.58999999999990,3762.94,615.99,33.440000000000100,63.16000000000000,3894.45,585.87,25.100000000000400,59.85000000000000,4005.54,543.11,30.96000000000000,42.309999999999900,4238.85,611.99,44.9399999999996,72.76000000000000,3789.74,504.28,19.20000000000030,37.77000000000000,3528.58,502.07,17.559999999999900,34.04000000000000,3606.08,729.11,46.809999999999900,103.27000000000000,3771.55,720.27,50.73999999999980,95.44000000000000,3865.08,662.36,46.34000000000020,81.09000000000000,3996.62,600.09,41.15000000000010,74.46999999999990,3593.13,615.11,50.06999999999970,73.18000000000000,3063.37,626.52,62.41000000000030,93.62,3358.46,540.09,27.94999999999980,48.57999999999990,3421.49,512.01,20.43000000000030,36.53000000000000,3739.12,560.42,22.74000000000020,49.06000000000010,2780.41,524.77,26.76000000000020,42.24000000000000,3784.16,779.76,17.65000000000010,16.790000000000000,3907.07,549.36,21.5,45.51000000000000,4369.29,558.02,19.26000000000020,42.80000000000010
30,3504.08,723.36,41.88999999999990,100.55000000000000,3525.76,538.38,22.799999999999700,49.60000000000000,3668.56,683.51,42.92000000000010,88.53000000000000,3997.55,681.19,43.09999999999990,96.58999999999990,3762.08,616.26,33.43000000000030,63.16000000000000,3894.44,585.87,25.09999999999990,59.85000000000000,4005.95,543.22,30.96000000000000,42.309999999999900,4237.7,611.96,44.94000000000050,72.76000000000000,3790.09,504.35,19.19999999999980,37.77000000000000,3529.16,502.11,17.550000000000200,34.040000000000000,3614.53,730.28,46.809999999999900,103.28000000000000,3770.91,720.45,50.74000000000020,95.43000000000000,3863.58,661.93,46.32999999999990,81.08000000000000,3996.14,599.99,42.89000000000030,74.56999999999990,3591.53,614.76,50.06999999999970,73.19000000000010,3061.81,626.52,62.409999999999900,93.62,3357.86,540.07,27.94999999999980,48.57999999999990,3421.96,512.04,20.42999999999980,36.530000000000100,3739.2,560.33,22.74000000000020,49.059999999999900,2780.27,524.77,26.76000000000020,42.24000000000000,3784.82,779.83,17.649999999999600,16.780000000000000,3907.67,549.38,21.5,45.51000000000000,4369.29,557.99,19.26000000000020,42.80000000000000
31,3509.52,722.93,41.88999999999990,100.56000000000000,3525.5,538.28,22.790000000000000,49.610000000000000,3673.22,682.86,42.63000000000010,89.68999999999990,3997.76,681.44,43.08999999999970,96.58999999999990,3761.21,616.53,33.42999999999980,63.16000000000010,3894.42,585.87,25.09999999999990,59.85000000000000,4006.37,543.34,30.95000000000030,42.309999999999900,4236.55,611.93,44.9399999999996,72.7600000000001,3790.44,504.42,19.19999999999980,37.77000000000000,3529.73,502.14,17.559999999999900,34.040000000000000,3622.97,731.46,46.8100000000004,103.28000000000000,3770.27,720.63,50.75,95.43000000000000,3862.07,661.49,46.32999999999990,81.09000000000000,3995.65,599.88,44.65000000000010,74.68000000000000,3589.92,614.42,50.07999999999990,73.18000000000010,3060.24,626.52,62.42000000000010,93.62,3357.26,540.04,27.94999999999980,48.59000000000000,3422.44,512.07,20.42999999999980,36.53000000000000,3739.29,560.24,22.73000000000000,49.059999999999900,2780.13,524.77,26.759999999999800,42.24000000000000,3785.49,779.89,17.65000000000010,16.780000000000000,3908.28,549.4,21.5,45.5,4369.29,557.96,19.26000000000020,42.80000000000000
32,3514.96,722.5,41.88999999999990,100.56000000000000,3525.23,538.19,22.790000000000000,49.6099999999999,3679.47,682.36,42.33000000000040,90.84000000000010,3997.96,681.69,43.09999999999990,96.58999999999990,3760.34,616.81,33.42999999999980,63.15000000000010,3894.41,585.87,25.100000000000400,59.85000000000000,4006.78,543.45,30.95999999999960,42.309999999999900,4235.4,611.91,44.94000000000050,72.75,3790.79,504.49,19.19999999999980,37.77000000000000,3530.3,502.18,17.559999999999900,34.04000000000000,3631.42,732.64,46.809999999999900,103.28000000000000,3769.64,720.81,50.74000000000020,95.43000000000010,3860.56,661.06,46.32999999999990,81.09000000000000,3995.17,599.77,46.40000000000010,74.79000000000000,3588.32,614.08,50.07999999999990,73.18000000000000,3058.68,626.52,62.41000000000030,93.62,3356.66,540.02,27.95000000000030,48.59000000000000,3422.91,512.1,20.43000000000030,36.53000000000000,3739.37,560.15,22.73000000000000,49.06000000000010,2779.99,524.77,26.76000000000020,42.24000000000000,3786.16,779.95,17.65000000000010,16.780000000000000,3908.88,549.41,21.5,45.51000000000000,4369.29,557.94,19.25,42.79000000000000
33,3520.41,722.08,41.89000000000030,100.55000000000000,3524.96,538.1,22.790000000000000,49.610000000000000,3685.72,681.86,42.04000000000040,91.99,3998.17,681.93,43.09000000000020,96.60000000000000,3759.47,617.08,33.440000000000100,63.15000000000000,3894.4,585.87,25.09999999999990,59.85000000000000,4007.19,543.56,30.96000000000000,42.31000000000010,4234.25,611.88,44.9399999999996,72.75,3791.14,504.56,19.20000000000030,37.77000000000000,3530.88,502.21,17.549999999999700,34.04000000000000,3639.87,733.82,46.809999999999900,103.28000000000000,3769.0,720.98,50.73999999999980,95.43999999999990,3859.05,660.63,46.33999999999970,81.08000000000000,3994.69,599.67,48.13999999999990,74.89000000000000,3586.72,613.73,50.08000000000040,73.18999999999990,3057.12,626.52,62.41000000000030,93.62,3356.06,540.0,27.95000000000030,48.59000000000000,3423.39,512.13,20.43000000000030,36.54000000000000,3739.45,560.06,22.74000000000020,49.06000000000010,2779.85,524.77,26.76000000000020,42.24000000000000,3786.82,780.01,17.649999999999600,16.780000000000000,3909.49,549.43,21.5,45.5,4369.28,557.91,19.26000000000020,42.79000000000010
34,3525.85,721.65,41.88999999999990,100.56000000000000,3524.69,538.01,22.799999999999700,49.610000000000000,3691.97,681.37,41.75,93.13,3998.38,682.18,43.08999999999970,96.59000000000010,3758.6,617.35,33.440000000000100,63.16000000000000,3894.39,585.87,25.09999999999990,59.85000000000000,4007.6,543.68,30.96000000000000,42.31000000000010,4233.1,611.85,44.9399999999996,72.75,3791.49,504.63,19.20000000000030,37.77000000000000,3531.45,502.25,17.5600000000004,34.040000000000000,3648.32,735.0,46.809999999999900,103.28000000000000,3768.36,721.16,50.73999999999980,95.43000000000010,3857.54,660.19,46.34000000000020,81.08999999999990,3995.97,599.56,48.14000000000030,74.8900000000001,3585.12,613.39,50.07999999999990,73.18000000000010,3055.55,626.52,62.41999999999960,93.62,3355.46,539.98,27.94000000000010,48.59000000000000,3423.86,512.17,20.42999999999980,36.530000000000100,3739.54,559.97,22.73000000000000,49.069999999999900,2779.71,524.77,26.759999999999800,42.24000000000000,3787.49,780.07,17.65000000000010,16.780000000000000,3910.09,549.44,21.5,45.51000000000000,4369.28,557.88,19.26000000000020,42.80000000000000
35,3531.29,721.23,41.88999999999990,100.55000000000000,3524.43,537.92,22.790000000000000,49.60000000000000,3698.22,680.87,41.46000000000000,94.29000000000000,3998.58,682.43,43.09999999999990,96.59000000000010,3757.73,617.62,33.440000000000100,63.16000000000000,3894.38,585.87,25.08999999999970,59.85000000000000,4008.01,543.79,30.95999999999960,42.31000000000010,4231.96,611.82,44.93000000000030,72.75,3791.84,504.7,19.19999999999980,37.77000000000000,3532.02,502.28,17.559999999999900,34.04000000000010,3656.76,736.17,46.809999999999900,103.28000000000000,3767.73,721.34,50.73999999999980,95.43000000000000,3856.03,659.76,46.33999999999970,81.09000000000000,3997.24,599.44,48.15000000000010,74.90000000000000,3583.52,613.05,50.07999999999990,73.18000000000010,3053.99,626.52,62.41000000000030,93.62,3354.85,539.96,27.95000000000030,48.58999999999990,3424.34,512.2,20.42999999999980,36.53000000000000,3739.62,559.88,22.73000000000000,49.07000000000010,2779.57,524.77,26.759999999999800,42.24000000000000,3788.16,780.13,17.65000000000010,16.780000000000000,3910.7,549.46,21.5,45.51000000000000,4369.28,557.85,19.26000000000020,42.80000000000000
36,3536.74,720.8,41.89000000000030,100.55000000000000,3524.16,537.83,22.790000000000000,49.59999999999990,3704.47,680.37,41.16000000000030,95.43999999999990,3998.79,682.68,43.09000000000020,96.59000000000010,3756.86,617.9,33.440000000000100,63.15000000000000,3894.36,585.87,25.09999999999990,59.85000000000000,4008.42,543.91,30.96000000000000,42.31000000000010,4230.81,611.79,44.92999999999940,72.75,3792.19,504.77,19.19999999999980,37.77000000000000,3532.6,502.32,17.550000000000200,34.04000000000000,3665.21,737.35,46.809999999999900,103.28000000000000,3767.09,721.51,50.73999999999980,95.44000000000000,3854.52,659.33,46.34000000000020,81.07999999999990,3998.52,599.33,48.15000000000010,74.90000000000000,3581.92,612.71,50.07999999999990,73.18000000000000,3052.43,626.52,62.41000000000030,93.62,3354.25,539.94,27.94999999999980,48.58999999999990,3424.81,512.23,20.42999999999980,36.53000000000000,3739.7,559.79,22.74000000000020,49.07000000000010,2779.43,524.77,26.76000000000020,42.24000000000000,3788.83,780.19,17.639999999999900,16.790000000000000,3911.31,549.47,21.49000000000020,45.51000000000000,4369.28,557.82,19.26000000000020,42.80000000000000
37,3542.18,720.37,41.89000000000030,100.56000000000000,3523.89,537.73,22.790000000000000,49.610000000000000,3710.72,679.87,40.870000000000300,96.59000000000010,3998.99,682.93,43.10000000000040,96.59000000000010,3756.0,618.17,33.42999999999980,63.15000000000010,3894.35,585.87,25.09999999999990,59.85000000000000,4008.84,544.02,30.94999999999980,42.31000000000010,4229.66,611.76,44.94000000000050,72.75,3792.54,504.84,19.19999999999980,37.76000000000010,3533.17,502.35,17.559999999999900,34.040000000000000,3673.66,738.53,46.809999999999900,103.28000000000000,3766.45,721.69,50.74000000000020,95.43999999999990,3853.02,658.89,46.32999999999990,81.09000000000000,3999.8,599.22,48.14999999999960,74.89000000000000,3580.32,612.36,50.07999999999990,73.18999999999990,3050.87,626.52,62.41000000000030,93.62,3353.65,539.92,27.94999999999980,48.58000000000000,3425.28,512.26,20.4399999999996,36.53000000000000,3739.79,559.7,22.73000000000000,49.069999999999900,2779.29,524.77,26.76000000000020,42.24000000000000,3789.49,780.26,17.65000000000010,16.780000000000000,3911.91,549.49,21.5,45.51000000000000,4369.27,557.79,19.25999999999930,42.80000000000010
38,3547.62,719.95,41.89000000000030,100.55000000000000,3523.62,537.64,22.800000000000200,49.610000000000000,3714.21,683.19,44.02999999999980,93.71999999999990,3999.2,683.17,43.10000000000040,96.59000000000010,3755.13,618.44,33.42999999999980,63.16000000000000,3894.34,585.87,25.09999999999990,59.85000000000000,4009.25,544.14,30.96000000000000,42.31000000000010,4228.51,611.73,44.9399999999996,72.76000000000000,3792.89,504.9,19.20000000000030,37.77000000000000,3533.74,502.39,17.5600000000004,34.040000000000000,3682.1,739.71,46.809999999999900,103.28000000000000,3765.81,721.87,50.75,95.43000000000000,3851.51,658.46,46.32999999999990,81.08999999999990,4001.08,599.11,48.15000000000010,74.89000000000000,3578.72,612.02,50.08000000000040,73.18000000000010,3049.3,626.52,62.41999999999960,93.62,3353.05,539.9,27.94999999999980,48.58000000000000,3425.76,512.29,20.42999999999980,36.530000000000100,3739.87,559.61,22.73000000000000,49.069999999999900,2779.14,524.77,26.76000000000020,42.24000000000000,3788.9,780.19,17.65000000000010,16.790000000000000,3912.52,549.51,21.5,45.5,4369.27,557.77,19.25999999999930,42.79000000000000
39,3553.07,719.52,41.88999999999990,100.55000000000000,3523.36,537.55,22.790000000000000,49.610000000000000,3717.7,686.51,47.18000000000030,90.85000000000000,3999.41,683.42,43.09000000000020,96.59000000000010,3754.26,618.71,33.42999999999980,63.16000000000000,3894.33,585.87,25.090000000000100,59.85000000000000,4009.66,544.25,30.96000000000000,42.309999999999900,4227.36,611.7,44.94000000000050,72.76000000000000,3793.24,504.97,19.20000000000030,37.77000000000000,3534.31,502.42,17.559999999999900,34.04000000000000,3690.55,740.89,46.809999999999900,103.28000000000000,3765.18,722.05,50.74000000000020,95.43000000000010,3850.0,658.03,46.32999999999990,81.08000000000000,4002.36,598.99,48.15000000000010,74.90000000000000,3577.12,611.68,50.07000000000020,73.18000000000010,3047.74,626.52,62.41000000000030,93.62,3352.45,539.87,27.95000000000030,48.59000000000000,3426.23,512.32,20.44000000000010,36.53000000000000,3739.95,559.52,22.73000000000000,49.07000000000010,2779.0,524.77,26.76000000000020,42.24000000000000,3788.31,780.13,17.65000000000010,16.790000000000000,3913.12,549.52,21.5,45.51000000000000,4369.27,557.74,19.25999999999930,42.79000000000000
